Query,SV,EmbeddingsSVRank,BelowThresholdSVRank,Exception,EmptyResult,DemoteSV,BelowThresholdDemoteSV,FineTuningPairs
deaths of male infants under 1 year old due to certain conditions originating in the perinatal period,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_Male,0,-1,,,,,
male infant mortality under 1 year old due to certain perinatal conditions,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_Male,0,-1,,,,,
male infant deaths under 1 year old from certain perinatal conditions,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_Male,0,-1,,,,,
white infant mortality rate in the united states,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_White,2,-1,,,,Count_Death_White,"# Count_Death_White -> Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_White
white infant mortality rate in the united states,Deaths of White Population Aged 1 Year Or Less Caused By Certain Conditions Originating in The Perinatal Period),1.0006
white infant mortality rate in the united states,deaths of white infants in the first year of life,1.0006
white infant mortality rate in the united states,deaths of white infants under 1 year old due to perinatal conditions,1.0006
white infant mortality rate in the united states,percentage of white infants who die before their first birthday,1.0006
white infant mortality rate in the united states,proportion of white infants who die before their first birthday,1.0006"
number of white infants who die in the united states before their first birthday,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_White,0,-1,,,,,
percentage of white infants who die in the united states before their first birthday,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_White,0,-1,,,,,
"the number of deaths of people aged 1 year or less caused by congenital malformations, deformations, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities,0,-1,,,,,
the number of deaths of infants caused by birth defects,Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities,2,-1,,,,Count_Death_0Years_AsFractionOf_Count_BirthEvent_LiveBirth,"# Count_Death_0Years_AsFractionOf_Count_BirthEvent_LiveBirth -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities
the number of deaths of infants caused by birth defects,deaths of infants caused by congenital malformations,0.881
the number of deaths of infants caused by birth defects,deaths of newborns caused by congenital malformations,0.881"
the number of deaths of babies caused by congenital anomalies,Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities,1,-1,,,,Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female,"# Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities
the number of deaths of babies caused by congenital anomalies,Count of Mortality Event: 1 Years or Less, Q00-Q99 (Congenital Malformations, Deformations And Chromosomal Abnormalities),0.9102
the number of deaths of babies caused by congenital anomalies,Deaths Of People Aged 1 Year Or Less Caused By Congenital Malformations, Deformations, And Chromosomal Abnormalities,0.9102
the number of deaths of babies caused by congenital anomalies,deaths of infants caused by congenital malformations,0.9102
the number of deaths of babies caused by congenital anomalies,deaths of newborns caused by congenital malformations,0.9102"
"the number of african american children under the age of one who died from congenital malformations, deformations, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican,0,-1,,,,,
the number of african american infants who died from birth defects,Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican,3,-1,,,,Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_BlackOrAfricanAmerican,"# Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_BlackOrAfricanAmerican -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican
the number of african american infants who died from birth defects,Count of Mortality Event: 1 Years or Less, Q00-Q99 (Congenital Malformations, Deformations And Chromosomal Abnormalities), Black or African American,0.9947
the number of african american infants who died from birth defects,Deaths Of African Americans Aged 1 Year And Below Caused By Congenital Malformations, Deformations, And Chromosomal Abnormalities,0.9947
the number of african american infants who died from birth defects,the number of african americans aged 1 year and below who died from congenital malformations, deformations, and chromosomal abnormalities,0.9947
the number of african american infants who died from birth defects,the percentage of african americans aged 1 year and below who died from congenital malformations, deformations, and chromosomal abnormalities,0.9947
the number of african american infants who died from birth defects,the proportion of african americans aged 1 year and below who died from congenital malformations, deformations, and chromosomal abnormalities,0.9947
the number of african american infants who died from birth defects,the rate of death among african americans aged 1 year and below from congenital malformations, deformations, and chromosomal abnormalities,0.9947"
the number of african american babies who died from genetic disorders,Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican,2,-1,,,,Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican,"# Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican
the number of african american babies who died from genetic disorders,Count of Mortality Event: 1 Years or Less, Q00-Q99 (Congenital Malformations, Deformations And Chromosomal Abnormalities), Black or African American,0.9959
the number of african american babies who died from genetic disorders,Deaths Of African Americans Aged 1 Year And Below Caused By Congenital Malformations, Deformations, And Chromosomal Abnormalities,0.9959
the number of african american babies who died from genetic disorders,the number of african americans aged 1 year and below who died from congenital malformations, deformations, and chromosomal abnormalities,0.9959
the number of african american babies who died from genetic disorders,the percentage of african americans aged 1 year and below who died from congenital malformations, deformations, and chromosomal abnormalities,0.9959
the number of african american babies who died from genetic disorders,the proportion of african americans aged 1 year and below who died from congenital malformations, deformations, and chromosomal abnormalities,0.9959
the number of african american babies who died from genetic disorders,the rate of death among african americans aged 1 year and below from congenital malformations, deformations, and chromosomal abnormalities,0.9959"
"the number of deaths of female children under the age of 1 caused by birth defects, deformities, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female,0,-1,,,,,
"the number of female infants who died from birth defects, deformities, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female,0,-1,,,,,
"the number of female babies who died from birth defects, deformities, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female,0,-1,,,,,
"the number of deaths of male infants under 1 year old caused by birth defects, deformations, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,1,-1,,,,Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,"# Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male
the number of deaths of male infants under 1 year old caused by birth defects, deformations, and chromosomal abnormalities,Count of Mortality Event: 1 Years or Less, Q00-Q99 (Congenital Malformations, Deformations And Chromosomal Abnormalities), Male,0.9738
the number of deaths of male infants under 1 year old caused by birth defects, deformations, and chromosomal abnormalities,Deaths Of Male Population Aged 1 Year or Less Caused By Congenital Malformations Deformations And Chromosomal Abnormalities,0.9738
the number of deaths of male infants under 1 year old caused by birth defects, deformations, and chromosomal abnormalities,male deaths aged 1 year or less due to congenital malformations, deformations, and chromosomal abnormalities,0.9738
the number of deaths of male infants under 1 year old caused by birth defects, deformations, and chromosomal abnormalities,number of deaths in males aged 1 year or less due to congenital malformations, deformations, and chromosomal abnormalities,0.9738"
"the number of male babies who died before their first birthday due to congenital malformations, deformations, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,1,-1,,,,Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,"# Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male
the number of male babies who died before their first birthday due to congenital malformations, deformations, and chromosomal abnormalities,Count of Mortality Event: 1 Years or Less, Q00-Q99 (Congenital Malformations, Deformations And Chromosomal Abnormalities), Male,0.9914
the number of male babies who died before their first birthday due to congenital malformations, deformations, and chromosomal abnormalities,Deaths Of Male Population Aged 1 Year or Less Caused By Congenital Malformations Deformations And Chromosomal Abnormalities,0.9914
the number of male babies who died before their first birthday due to congenital malformations, deformations, and chromosomal abnormalities,male deaths aged 1 year or less due to congenital malformations, deformations, and chromosomal abnormalities,0.9914
the number of male babies who died before their first birthday due to congenital malformations, deformations, and chromosomal abnormalities,number of deaths in males aged 1 year or less due to congenital malformations, deformations, and chromosomal abnormalities,0.9914"
"the number of male infants who died before their first birthday because they were born with birth defects, deformations, or chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,0,-1,,,,,
"congenital malformations, deformations, and chromosomal abnormalities are the leading causes of death in the white population under the age of one",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_White,0,-1,,,,,
"white babies are most likely to die from congenital malformations, deformations, and chromosomal abnormalities",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_White,1,-1,,,,Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_White,"# Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_White -> Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_White
white babies are most likely to die from congenital malformations, deformations, and chromosomal abnormalities,Count of Mortality Event: 1 Years or Less, Q00-Q99 (Congenital Malformations, Deformations And Chromosomal Abnormalities), White,1.0449
white babies are most likely to die from congenital malformations, deformations, and chromosomal abnormalities,White Population Below 1 Year Deaths Are Caused By Congenital Malformations, Deformations, And Chromosomal Abnormalities,1.0449
white babies are most likely to die from congenital malformations, deformations, and chromosomal abnormalities,congenital malformations, deformations, and chromosomal abnormalities are the leading causes of death in the white population under one year of age,1.0449"
"congenital malformations, deformations, and chromosomal abnormalities are the most common causes of death in white infants",Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_White,0,-1,,,,,
the number of deaths in the white population,Count_Death_White,0,-1,,,,,
the death rate of white people,Count_Death_White,0,-1,,,,,
the number of white people who have died,Count_Death_White,1,-1,,,,Count_Death_ExternalCauses_White,"# Count_Death_ExternalCauses_White -> Count_Death_White
the number of white people who have died,Deaths of White Population,1.0378
the number of white people who have died,white death count,1.0378
the number of white people who have died,white death toll,1.0378"
debris flows,Count_DebrisFlowEvent,0,-1,,,,,
debris avalanches,Count_DebrisFlowEvent,1,-1,,,,Annual_ExpectedLoss_NaturalHazardImpact_AvalancheEvent,"# Annual_ExpectedLoss_NaturalHazardImpact_AvalancheEvent -> Count_DebrisFlowEvent
debris avalanches,Count of Debris Flow Event,0.8724
debris avalanches,Debris Flow Events,0.8724
debris avalanches,debris flow count,0.8724
debris avalanches,debris flow frequency,0.8724
debris avalanches,debris flow incidence,0.8724
debris avalanches,number of debris flow events,0.8724"
debris flows,Count_DebrisFlowEvent,0,-1,,,,,
thick fog,Count_DenseFogEvent,1,-1,,,,dc/topic/Fog,"# dc/topic/Fog -> Count_DenseFogEvent
thick fog,1 number of dense fog events,1.0128
thick fog,2 frequency of dense fog events,1.0128
thick fog,3 how often does dense fog occur?,1.0128
thick fog,4 how many times has dense fog occurred?,1.0128
thick fog,Count of Dense Fog Event,1.0128
thick fog,Dense Fog Events,1.0128"
heavy fog,Count_DenseFogEvent,1,-1,,,,dc/topic/Fog,"# dc/topic/Fog -> Count_DenseFogEvent
heavy fog,1 number of dense fog events,1.0145
heavy fog,2 frequency of dense fog events,1.0145
heavy fog,3 how often does dense fog occur?,1.0145
heavy fog,4 how many times has dense fog occurred?,1.0145
heavy fog,Count of Dense Fog Event,1.0145
heavy fog,Dense Fog Events,1.0145"
dense fog banks,Count_DenseFogEvent,0,-1,,,,,
drought count,Count_DroughtEvent,0,-1,,,,,
drought frequency,Count_DroughtEvent,0,-1,,,,,
drought incidence,Count_DroughtEvent,0,-1,,,,,
dust devil occurrences,Count_DustDevilEvent,0,-1,,,,,
dust devil happenings,Count_DustDevilEvent,0,-1,,,,,
dust devil incidents,Count_DustDevilEvent,0,-1,,,,,
how many earthquakes happen?,Count_EarthquakeEvent,0,-1,,,,,
how often do earthquakes happen?,Count_EarthquakeEvent,0,-1,,,,,
what is the frequency of earthquakes?,Count_EarthquakeEvent,0,-1,,,,,
number of organizations,Count_Establishment,0,-1,,,,,
number of establishments,Count_Establishment,0,-1,,,,,
number of businesses,Count_Establishment,12,-1,,,,Count_Establishment_NAICSTotalAllIndustries,"# Count_Establishment_NAICSTotalAllIndustries -> Count_Establishment
number of businesses,number of establishments,0.7614"
lodging and catering,Count_Establishment_NAICSAccommodationFoodServices,1,-1,,,,USStateQuarterlyIndustryGDP_NAICS_72,"# USStateQuarterlyIndustryGDP_NAICS_72 -> Count_Establishment_NAICSAccommodationFoodServices
lodging and catering,Count of Establishment: Accommodation And Food Services (NAICS/72),0.8834"
hospitality and catering,Count_Establishment_NAICSAccommodationFoodServices,3,-1,,,,USStateQuarterlyIndustryGDP_NAICS_72,"# USStateQuarterlyIndustryGDP_NAICS_72 -> Count_Establishment_NAICSAccommodationFoodServices
hospitality and catering,Count of Establishment: Accommodation And Food Services (NAICS/72),0.8587"
food and lodging,Count_Establishment_NAICSAccommodationFoodServices,3,-1,,,,USStateQuarterlyIndustryGDP_NAICS_72,"# USStateQuarterlyIndustryGDP_NAICS_72 -> Count_Establishment_NAICSAccommodationFoodServices
food and lodging,Count of Establishment: Accommodation And Food Services (NAICS/72),0.9359"
waste management and administrative support services,Count_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices,0,-1,,,,,
waste management and administrative support establishments,Count_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices,0,-1,,,,,
establishments that provide waste management and administrative support services,Count_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices,0,-1,,,,,
"the agriculture, forestry, fishing, and hunting industries",Count_Establishment_NAICSAgricultureForestryFishingHunting,0,-1,,,,,
"the agricultural, forestry, fishing, and hunting sectors",Count_Establishment_NAICSAgricultureForestryFishingHunting,0,-1,,,,,
"the agriculture, forestry, fishing, and hunting fields",Count_Establishment_NAICSAgricultureForestryFishingHunting,0,-1,,,,,
places where people can go to be entertained,Count_Establishment_NAICSArtsEntertainmentRecreation,2,-1,,,,Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax,"# Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax -> Count_Establishment_NAICSArtsEntertainmentRecreation
places where people can go to be entertained,Arts, Entertainment, And Recreation Establishments,0.8482
places where people can go to be entertained,Count of Establishment: Arts, Entertainment, And Recreation (NAICS/71),0.8482"
places where people can go to experience the arts,Count_Establishment_NAICSArtsEntertainmentRecreation,4,-1,,,,Count_Worker_NAICSArtsEntertainmentRecreation,"# Count_Worker_NAICSArtsEntertainmentRecreation -> Count_Establishment_NAICSArtsEntertainmentRecreation
places where people can go to experience the arts,Arts, Entertainment, And Recreation Establishments,0.8964"
places where people can go to have fun,Count_Establishment_NAICSArtsEntertainmentRecreation,-1,3,,,,Count_Worker_NAICSArtsEntertainmentRecreation,
places to go for fun and entertainment,Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax,0,-1,,,,,
places to enjoy the arts and culture,Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax,2,-1,,,,Count_Worker_NAICSArtsEntertainmentRecreation,"# Count_Worker_NAICSArtsEntertainmentRecreation -> Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax
places to enjoy the arts and culture,Arts, Entertainment, and Recreation Establishments,0.8987999999999999"
places to be entertained and inspired,Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax,0,-1,,,,,
"places where people go to have fun and be entertained, and which have to pay taxes to the federal government",Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax,1,-1,,,,ReceiptsOrRevenue_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax
places where people go to have fun and be entertained, and which have to pay taxes to the federal government,Arts, Entertainment, and Recreation Establishments, Subject to Federal Income Tax,0.7579
places where people go to have fun and be entertained, and which have to pay taxes to the federal government,Count of Establishment: Arts, Entertainment, And Recreation (NAICS/71), Subject To Federal Income Tax,0.7579
places where people go to have fun and be entertained, and which have to pay taxes to the federal government,businesses in the arts, entertainment, and recreation industries that are required to pay federal income tax,0.7579
places where people go to have fun and be entertained, and which have to pay taxes to the federal government,businesses, companies, and organizations in the arts, entertainment, and recreation industries that are required to pay federal income tax,0.7579
places where people go to have fun and be entertained, and which have to pay taxes to the federal government,establishments in the arts, entertainment, and recreation industries that are subject to federal income tax,0.7579
places where people go to have fun and be entertained, and which have to pay taxes to the federal government,organizations in the arts, entertainment, and recreation industries that are subject to federal income tax,0.7579"
"businesses that provide entertainment and recreation, and which are required to pay federal income tax",Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
"establishments that offer arts, entertainment, and recreation, and which are subject to federal income tax",Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
construction companies,Count_Establishment_NAICSConstruction,0,-1,,,,,
building contractors,Count_Establishment_NAICSConstruction,0,-1,,,,,
construction firms,Count_Establishment_NAICSConstruction,0,-1,,,,,
educational services in the united states,Count_Establishment_NAICSEducationalServices,0,-1,,,,,
us educational services,Count_Establishment_NAICSEducationalServices,0,-1,,,,,
educational services,Count_Establishment_NAICSEducationalServices,0,-1,,,,,
educational institutions are exempt from federal income tax,Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax,1,-1,,,,ReceiptsOrRevenue_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax -> Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax
educational institutions are exempt from federal income tax,Count of Establishment: Educational Services (NAICS/61), Exempt From Federal Income Tax,1.0375
educational institutions are exempt from federal income tax,Educational Services Establishments Exempt From Federal Income Taxes,1.0375
educational institutions are exempt from federal income tax,educational establishments are not liable for federal income tax,1.0375
educational institutions are exempt from federal income tax,educational institutions are not subject to federal income tax,1.0375
educational institutions are exempt from federal income tax,schools are not taxed by the federal government,1.0375
educational institutions are exempt from federal income tax,the federal government does not tax educational institutions,1.0375"
schools are not required to pay federal income tax,Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax,1,-1,,,,Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,"# Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax
schools are not required to pay federal income tax,Count of Establishment: Educational Services (NAICS/61), Exempt From Federal Income Tax,1.0353
schools are not required to pay federal income tax,Educational Services Establishments Exempt From Federal Income Taxes,1.0353
schools are not required to pay federal income tax,educational establishments are not liable for federal income tax,1.0353
schools are not required to pay federal income tax,educational institutions are not subject to federal income tax,1.0353
schools are not required to pay federal income tax,schools are not taxed by the federal government,1.0353
schools are not required to pay federal income tax,the federal government does not tax educational institutions,1.0353"
colleges and universities are not subject to federal income tax,Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax,1,-1,,,,Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,"# Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax
colleges and universities are not subject to federal income tax,Count of Establishment: Educational Services (NAICS/61), Exempt From Federal Income Tax,0.9124
colleges and universities are not subject to federal income tax,Educational Services Establishments Exempt From Federal Income Taxes,0.9124
colleges and universities are not subject to federal income tax,educational establishments are not liable for federal income tax,0.9124
colleges and universities are not subject to federal income tax,educational institutions are not subject to federal income tax,0.9124
colleges and universities are not subject to federal income tax,schools are not taxed by the federal government,0.9124
colleges and universities are not subject to federal income tax,the federal government does not tax educational institutions,0.9124"
schools that are subject to federal income tax,Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
educational institutions that are required to pay federal income tax,Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
educational establishments that are liable for federal income tax,Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
financial institutions,Count_Establishment_NAICSFinanceInsurance,0,-1,,,,,
insurance companies,Count_Establishment_NAICSFinanceInsurance,0,-1,,,,,
financial institutions,Count_Establishment_NAICSFinanceInsurance,0,-1,,,,,
industries that produce goods,Count_Establishment_NAICSGoodsProducing,0,-1,,,,,
industries that make things,Count_Establishment_NAICSGoodsProducing,0,-1,,,,,
industries that manufacture products,Count_Establishment_NAICSGoodsProducing,0,-1,,,,,
the health care and social assistance industry,Count_Establishment_NAICSHealthCareSocialAssistance,0,-1,,,,,
the health care and social services sector,Count_Establishment_NAICSHealthCareSocialAssistance,0,-1,,,,,
the health care and social work sector,Count_Establishment_NAICSHealthCareSocialAssistance,0,-1,,,,,
healthcare and social assistance are not subject to federal income tax,Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax,2,-1,,,,ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax
healthcare and social assistance are not subject to federal income tax,Count of Establishment: Health Care And Social Assistance (NAICS/62), Exempt From Federal Income Tax,1.0561
healthcare and social assistance are not subject to federal income tax,Health Care And Social Assistance are Exempted From Federal Income Tax,1.0561
healthcare and social assistance are not subject to federal income tax,health care and social assistance are exempt from federal income tax,1.0561
healthcare and social assistance are not subject to federal income tax,health care and social assistance are not taxed by the federal government,1.0561
healthcare and social assistance are not subject to federal income tax,health care and social assistance are tax-free,1.0561
healthcare and social assistance are not subject to federal income tax,you don't have to pay federal income tax on health care and social assistance,1.0561"
federal income tax does not apply to healthcare and social assistance,Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax,2,-1,,,,ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax
federal income tax does not apply to healthcare and social assistance,Count of Establishment: Health Care And Social Assistance (NAICS/62), Exempt From Federal Income Tax,1.0375
federal income tax does not apply to healthcare and social assistance,Health Care And Social Assistance are Exempted From Federal Income Tax,1.0375
federal income tax does not apply to healthcare and social assistance,health care and social assistance are exempt from federal income tax,1.0375
federal income tax does not apply to healthcare and social assistance,health care and social assistance are not taxed by the federal government,1.0375
federal income tax does not apply to healthcare and social assistance,health care and social assistance are tax-free,1.0375
federal income tax does not apply to healthcare and social assistance,you don't have to pay federal income tax on health care and social assistance,1.0375"
healthcare and social assistance are not taxed by the federal government,Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax,3,-1,,,,ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,"# ReceiptsOrRevenue_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax -> Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax
healthcare and social assistance are not taxed by the federal government,Count of Establishment: Health Care And Social Assistance (NAICS/62), Exempt From Federal Income Tax,1.0394
healthcare and social assistance are not taxed by the federal government,Health Care And Social Assistance are Exempted From Federal Income Tax,1.0394
healthcare and social assistance are not taxed by the federal government,health care and social assistance are exempt from federal income tax,1.0394
healthcare and social assistance are not taxed by the federal government,health care and social assistance are not taxed by the federal government,1.0394
healthcare and social assistance are not taxed by the federal government,health care and social assistance are tax-free,1.0394
healthcare and social assistance are not taxed by the federal government,you don't have to pay federal income tax on health care and social assistance,1.0394"
the federal income tax applies to the health care and social assistance industries,Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
the federal government taxes the health care and social assistance industries,Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
the federal income tax is levied on the health care and social assistance industries,Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,0,-1,,,,,
the information and culture sector,Count_Establishment_NAICSInformation,0,-1,,,,,
the cultural and creative industries,Count_Establishment_NAICSInformation,0,-1,,,,,
the information and cultural industries,Count_Establishment_NAICSInformation,0,-1,,,,,
managing enterprises,Count_Establishment_NAICSManagementOfCompaniesEnterprises,0,-1,,,,,
overseeing industries,Count_Establishment_NAICSManagementOfCompaniesEnterprises,0,-1,,,,,
overseeing businesses and industries,Count_Establishment_NAICSManagementOfCompaniesEnterprises,0,-1,,,,,
animal food manufacturing,Count_Establishment_NAICSManufacturing,0,-1,,,,,
animal feed manufacturing,Count_Establishment_NAICSManufacturing,0,-1,,,,,
animal feed production,Count_Establishment_NAICSManufacturing,0,-1,,,,,
"extracting minerals, rocks, and oil and gas from the earth",Count_Establishment_NAICSMiningQuarryingOilGasExtraction,0,-1,,,,,
drilling for oil and gas,Count_Establishment_NAICSMiningQuarryingOilGasExtraction,2,-1,,,,AnnualChange_Stocks_Fuel_CrudeOil,"# AnnualChange_Stocks_Fuel_CrudeOil -> Count_Establishment_NAICSMiningQuarryingOilGasExtraction
drilling for oil and gas,Mining, Quarrying, And Oil And Gas Extraction,0.7553"
mining for minerals and rocks,Count_Establishment_NAICSMiningQuarryingOilGasExtraction,0,-1,,,,,
establishments that are one-of-a-kind,Count_Establishment_NAICSNonclassifiable,2,-1,,,,Count_Establishment,"# Count_Establishment -> Count_Establishment_NAICSNonclassifiable
establishments that are one-of-a-kind,Nonclassifiable Establishments,0.9082"
establishments that do not fit into any other category,Count_Establishment_NAICSNonclassifiable,1,-1,,,,Count_Establishment,"# Count_Establishment -> Count_Establishment_NAICSNonclassifiable
establishments that do not fit into any other category,Nonclassifiable Establishments,0.8756999999999999"
establishments that cannot be classified,Count_Establishment_NAICSNonclassifiable,0,-1,,,,,
"other services, excluding public administration",Count_Establishment_NAICSOtherServices,0,-1,,,,,
services other than public administration,Count_Establishment_NAICSOtherServices,0,-1,,,,,
industries that are not public administration,Count_Establishment_NAICSOtherServices,0,-1,,,,,
"industries in the united states that are exempt from federal income tax, except public administration",Count_Establishment_NAICSOtherServices_WithPayroll_ExemptFromFederalIncomeTax,0,-1,,,,,
"industries in the us that are not subject to federal income tax, except public administration",Count_Establishment_NAICSOtherServices_WithPayroll_ExemptFromFederalIncomeTax,0,-1,,,,,
