entity,variable,date,value
geoId/48329,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,342
geoId/48329,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251115
geoId/48329,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,57
geoId/48135,Energy_Insights_Count_OilGasLease,2025,312
geoId/48135,Energy_Insights_Count_OilGasLease_Active,2025,267
geoId/48135,Energy_Insights_Count_OilGasLease_Idle,2025,28
geoId/48135,Energy_Insights_Count_OilGasLease_Abandoned,2025,17
geoId/48135,Energy_Insights_Count_OilGasAsset_Wellhead,2025,201
geoId/48135,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,42
geoId/48135,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,53
geoId/48135,Energy_Insights_Count_OilGasAsset_TankBattery,2025,16
geoId/48135,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,478
geoId/48135,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251203
geoId/48135,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,39
geoId/35025,Energy_Insights_Count_OilGasLease,2025,187
geoId/35025,Energy_Insights_Count_OilGasLease_Active,2025,142
geoId/35025,Energy_Insights_Count_OilGasLease_Idle,2025,35
geoId/35025,Energy_Insights_Count_OilGasLease_Abandoned,2025,10
geoId/35025,Energy_Insights_Count_OilGasAsset_Wellhead,2025,98
geoId/35025,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,31
geoId/35025,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,42
geoId/35025,Energy_Insights_Count_OilGasAsset_TankBattery,2025,16
geoId/35025,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,256
geoId/35025,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251028
geoId/35025,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,75
country/USA,Energy_Insights_Count_OilGasLease,2025,1985
country/USA,Energy_Insights_Count_OilGasLease_Active,2025,1616
country/USA,Energy_Insights_Count_OilGasLease_Idle,2025,265
country/USA,Energy_Insights_Count_OilGasLease_Abandoned,2025,104
country/USA,Energy_Insights_Count_OilGasAsset_Wellhead,2025,1220
country/USA,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,318
country/USA,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,336
country/USA,Energy_Insights_Count_OilGasAsset_TankBattery,2025,111
country/USA,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,2761
geoId/01,Energy_Insights_Count_OilGasLease,2025,1241
geoId/01,Energy_Insights_Count_OilGasLease_Active,2025,1009
geoId/01,Energy_Insights_Count_OilGasLease_Idle,2025,170
geoId/01,Energy_Insights_Count_OilGasLease_Abandoned,2025,62
geoId/01,Energy_Insights_Count_OilGasAsset_Wellhead,2025,765
geoId/01,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,217
geoId/01,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,196
geoId/01,Energy_Insights_Count_OilGasAsset_TankBattery,2025,63
geoId/01,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,1685
geoId/35,Energy_Insights_Count_OilGasLease,2025,187
geoId/35,Energy_Insights_Count_OilGasLease_Active,2025,142
geoId/35,Energy_Insights_Count_OilGasLease_Idle,2025,35
geoId/35,Energy_Insights_Count_OilGasLease_Abandoned,2025,10
geoId/35,Energy_Insights_Count_OilGasAsset_Wellhead,2025,98
geoId/35,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,31
geoId/35,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,42
geoId/35,Energy_Insights_Count_OilGasAsset_TankBattery,2025,16
geoId/35,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,256
geoId/48,Energy_Insights_Count_OilGasLease,2025,557
geoId/48,Energy_Insights_Count_OilGasLease_Active,2025,465
geoId/48,Energy_Insights_Count_OilGasLease_Idle,2025,60
geoId/48,Energy_Insights_Count_OilGasLease_Abandoned,2025,32
geoId/48,Energy_Insights_Count_OilGasAsset_Wellhead,2025,357
geoId/48,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,70
geoId/48,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,98
geoId/48,Energy_Insights_Count_OilGasAsset_TankBattery,2025,32
geoId/48,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,820
